GAS,ID,MARKET_DOMAIN_DESCR,MOD_VOLUME_CONSUMPTION,Sum of Sales_CR,TIMESTAMP - Month,TIMESTAMP - Year,ZIPcode,new_GAS,new_MARKET_DOMAIN_DESCR,new_TIMESTAMP - Month
CB,1042.0,M&E,415389.2576,-0.5482839620000001,September,2016,6099.0,1,3,11
CB,1043.0,M&E,375415.2436,-0.5482839620000001,September,2016,6099.0,1,3,11
CB,1044.0,F&P,12880.01065,-0.59842733,September,2016,6373.0,1,2,11
NI,1090.0,M&E,31521.54607,-0.577914489,September,2016,6099.0,2,3,11
CB,1095.0,F&P,20822.64398,-0.600047373,September,2016,6373.0,1,2,11
OX,1098.0,MD,6453.552753,-0.55194918,September,2016,2085.0,3,4,11
NI,1099.0,M&E,789220.0992,-0.38278445899999997,September,2016,1386.0,2,3,11
OX,1100.0,MD,9383.534075,-0.579988151,September,2016,5295.0,3,4,11
NI,1107.0,T&R,278275.6411,-0.388741622,September,2016,5287.0,2,6,11
NI,1111.0,F&P,221303.6204,-0.505484568,September,2016,6370.0,2,2,11
CB,1112.0,F&P,14025.9875,-0.5908087329999999,September,2016,1174.0,1,2,11
OX,1116.0,MD,67699.37875,-0.542085947,September,2016,6096.0,3,4,11
OX,1117.0,MD,33185.07227,-0.542085947,September,2016,6096.0,3,4,11
OX,1119.0,MD,20503.4778,-0.5767628379999999,September,2016,1599.0,3,4,11
NI,1124.0,T&R,321816.8551,0.369085137,September,2016,5287.0,2,6,11
NI,1125.0,T&R,8211.008391,0.369085137,September,2016,5287.0,2,6,11
NI,1126.0,T&R,301817.3982,0.369085137,September,2016,5287.0,2,6,11
NI,1136.0,F&P,13101.24299,-0.591397701,September,2016,6275.0,2,2,11
OX,15.0,Others,20267.54542,0.148744522,August,2016,1098.0,3,5,1
NI,19.0,Chemicals,32926.345369999995,1.311563185,August,2016,6099.0,2,1,1
NI,58.0,F&P,36011.66541,-0.5493979520000001,August,2016,1284.0,2,2,1
AR,66.0,Others,495732.7587,2.20539035,August,2016,5288.0,0,5,1
NI,133.0,F&P,74682.12581,-0.48359058200000005,August,2016,6373.0,2,2,1
NI,148.0,T&R,478640.9859,-0.388741622,August,2016,5287.0,2,6,1
NI,178.0,T&R,46880.603489999994,0.398252362,August,2016,3492.0,2,6,1
NI,244.0,Others,30825.58928,-0.510435148,August,2016,4988.0,2,5,1
NI,270.0,T&R,7127.8934150000005,-0.388741622,August,2016,5287.0,2,6,1
OX,272.0,MD,29417.23287,-0.475529975,August,2016,5746.0,3,4,1
NI,278.0,T&R,37681.58978,-0.47158435299999996,August,2016,1399.0,2,6,1
NI,348.0,T&R,851779.6862,0.84524383,August,2016,7687.0,2,6,1
NI,361.0,T&R,24874.11476,-0.072595609,August,2016,0.0,2,6,1
CB,370.0,T&R,29623.482589999996,-0.595282627,August,2016,1098.0,1,6,1
OX,378.0,F&P,31470.558310000004,-0.48359058200000005,August,2016,6373.0,3,2,1
NI,440.0,F&P,3053047.5939999996,0.39379728,August,2016,6374.0,2,2,1
CB,441.0,F&P,49834.94,-0.596043488,August,2016,6374.0,1,2,1
CB,460.0,F&P,16120.76,-0.600047373,August,2016,6373.0,1,2,1
NI,560.0,A&F,383665.48299999995,-0.409902106,August,2016,4987.0,2,0,1
NI,590.0,T&R,168466.8404,-0.504896735,August,2016,7382.0,2,6,1
AR,612.0,A&F,157900.9484,-0.337577921,August,2016,7975.0,0,0,1
NI,644.0,A&F,331005.2164,0.110949466,August,2016,4692.0,2,0,1
CB,766.0,T&R,3562.33,-0.599049996,August,2016,7392.0,1,6,1
OX,780.0,Others,17317.36376,-0.592797347,August,2016,1098.0,3,5,1
CB,873.0,M&E,673155.1135,-0.5482839620000001,August,2016,6099.0,1,3,1
NI,925.0,T&R,1307663.196,0.149272784,August,2016,5696.0,2,6,1
NI,955.0,T&R,343968.3445,-0.119736566,August,2016,1182.0,2,6,1
NI,983.0,A&F,44698.90135,-0.409902106,August,2016,4987.0,2,0,1
NI,994.0,M&E,1190454.24,-0.445163105,August,2016,6275.0,2,3,1
NI,1009.0,T&R,41689.45158,-0.47158435299999996,August,2016,1399.0,2,6,1
CB,1032.0,A&F,340270.4471,-0.597714245,August,2016,992.0,1,0,1
CB,1033.0,A&F,967245.7413,-0.597714245,August,2016,992.0,1,0,1
NI,1039.0,F&P,170450.4688,-0.525729332,August,2016,6373.0,2,2,1
CB,1042.0,M&E,374991.6443,-0.5482839620000001,August,2016,6099.0,1,3,1
CB,1043.0,M&E,393957.4604,-0.5482839620000001,August,2016,6099.0,1,3,1
CB,1044.0,F&P,103018.2975,-0.59842733,August,2016,6373.0,1,2,1
NI,1090.0,M&E,33123.4461,-0.577914489,August,2016,6099.0,2,3,1
CB,1095.0,F&P,19948.56433,-0.600047373,August,2016,6373.0,1,2,1
OX,1098.0,MD,10674.946390000001,-0.55194918,August,2016,2085.0,3,4,1
NI,1099.0,M&E,933379.6301,-0.38278445899999997,August,2016,1386.0,2,3,1
OX,1100.0,MD,11015.674809999999,-0.579988151,August,2016,5295.0,3,4,1
NI,1107.0,T&R,187211.1914,-0.388741622,August,2016,5287.0,2,6,1
NI,1111.0,F&P,235598.5332,-0.505484568,August,2016,6370.0,2,2,1
CB,1112.0,F&P,7150.2196,-0.5908087329999999,August,2016,1174.0,1,2,1
OX,1116.0,MD,90709.5249,-0.542085947,August,2016,6096.0,3,4,1
OX,1117.0,MD,36745.36248,-0.542085947,August,2016,6096.0,3,4,1
OX,1119.0,MD,20756.97,-0.5767628379999999,August,2016,1599.0,3,4,1
NI,1124.0,T&R,527477.5827,0.369085137,August,2016,5287.0,2,6,1
NI,1125.0,T&R,7471.583293000001,0.369085137,August,2016,5287.0,2,6,1
NI,1126.0,T&R,203049.0145,0.369085137,August,2016,5287.0,2,6,1
NI,1136.0,F&P,19238.65635,-0.591397701,August,2016,6275.0,2,2,1
OX,15.0,Others,11650.9678,0.148744522,July,2016,1098.0,3,5,5
NI,19.0,Chemicals,54485.67329,1.311563185,July,2016,6099.0,2,1,5
NI,50.0,T&R,543192.2367,-0.216252387,July,2016,1386.0,2,6,5
NI,58.0,F&P,37492.778439999995,-0.5493979520000001,July,2016,1284.0,2,2,5
AR,66.0,Others,509256.2426,2.20539035,July,2016,5288.0,0,5,5
NI,133.0,F&P,73903.80224,-0.48359058200000005,July,2016,6373.0,2,2,5
NI,148.0,T&R,480749.6152,-0.388741622,July,2016,5287.0,2,6,5
NI,178.0,T&R,51972.932089999995,0.398252362,July,2016,3492.0,2,6,5
NI,270.0,T&R,12650.60768,-0.388741622,July,2016,5287.0,2,6,5
OX,272.0,MD,28961.392010000003,-0.475529975,July,2016,5746.0,3,4,5
NI,278.0,T&R,49669.977589999995,-0.47158435299999996,July,2016,1399.0,2,6,5
NI,348.0,T&R,867958.2631,0.84524383,July,2016,7687.0,2,6,5
NI,361.0,T&R,769081.6256,-0.072595609,July,2016,0.0,2,6,5
CB,370.0,T&R,30135.640139999996,-0.595282627,July,2016,1098.0,1,6,5
OX,378.0,F&P,32909.87465,-0.48359058200000005,July,2016,6373.0,3,2,5
NI,440.0,F&P,2829102.5810000002,0.39379728,July,2016,6374.0,2,2,5
CB,441.0,F&P,50525.74,-0.596043488,July,2016,6374.0,1,2,5
CB,460.0,F&P,6901.72,-0.600047373,July,2016,6373.0,1,2,5
NI,560.0,A&F,281141.9426,-0.409902106,July,2016,4987.0,2,0,5
NI,590.0,T&R,153755.0298,-0.504896735,July,2016,7382.0,2,6,5
AR,612.0,A&F,148428.6528,-0.337577921,July,2016,7975.0,0,0,5
NI,644.0,A&F,417658.89200000005,0.110949466,July,2016,4692.0,2,0,5
CB,766.0,T&R,3157.27,-0.599049996,July,2016,7392.0,1,6,5
OX,780.0,Others,7637.71402,-0.592797347,July,2016,1098.0,3,5,5
CB,873.0,M&E,897414.1151,-0.5482839620000001,July,2016,6099.0,1,3,5
NI,925.0,T&R,1243993.4440000001,0.149272784,July,2016,5696.0,2,6,5
NI,955.0,T&R,419056.7612,-0.119736566,July,2016,1182.0,2,6,5
NI,983.0,A&F,35306.71013,-0.409902106,July,2016,4987.0,2,0,5
NI,994.0,M&E,275838.6533,-0.445163105,July,2016,6275.0,2,3,5
NI,1009.0,T&R,39552.15937,-0.47158435299999996,July,2016,1399.0,2,6,5
CB,1032.0,A&F,711054.4758,-0.597714245,July,2016,992.0,1,0,5
CB,1033.0,A&F,712185.0642,-0.597714245,July,2016,992.0,1,0,5
NI,1039.0,F&P,122907.7882,-0.525729332,July,2016,6373.0,2,2,5
CB,1042.0,M&E,344234.7745,-0.5482839620000001,July,2016,6099.0,1,3,5
CB,1043.0,M&E,358867.8714,-0.5482839620000001,July,2016,6099.0,1,3,5
CB,1044.0,F&P,72389.2774,-0.59842733,July,2016,6373.0,1,2,5
NI,1090.0,M&E,34572.121119999996,-0.577914489,July,2016,6099.0,2,3,5
CB,1095.0,F&P,4459.712085,-0.600047373,July,2016,6373.0,1,2,5
OX,1098.0,MD,6923.239998,-0.55194918,July,2016,2085.0,3,4,5
NI,1099.0,M&E,581561.4217,-0.38278445899999997,July,2016,1386.0,2,3,5
OX,1100.0,MD,9926.522264,-0.579988151,July,2016,5295.0,3,4,5
NI,1107.0,T&R,220466.2595,-0.388741622,July,2016,5287.0,2,6,5
NI,1111.0,F&P,136452.6564,-0.505484568,July,2016,6370.0,2,2,5
CB,1112.0,F&P,18867.789,-0.5908087329999999,July,2016,1174.0,1,2,5
OX,1116.0,MD,38519.28375,-0.542085947,July,2016,6096.0,3,4,5
OX,1117.0,MD,76349.84219,-0.542085947,July,2016,6096.0,3,4,5
OX,1119.0,MD,20200.5934,-0.5767628379999999,July,2016,1599.0,3,4,5
NI,1124.0,T&R,529801.6955,0.369085137,July,2016,5287.0,2,6,5
NI,1125.0,T&R,13260.62168,0.369085137,July,2016,5287.0,2,6,5
NI,1126.0,T&R,239117.4182,0.369085137,July,2016,5287.0,2,6,5
NI,1136.0,F&P,19736.9083,-0.591397701,July,2016,6275.0,2,2,5
OX,15.0,Others,14363.165719999999,0.148744522,June,2016,1098.0,3,5,6
NI,19.0,Chemicals,35849.29271,1.311563185,June,2016,6099.0,2,1,6
NI,50.0,T&R,1006130.7590000001,-0.216252387,June,2016,1386.0,2,6,6
NI,58.0,F&P,36063.65501,-0.5493979520000001,June,2016,1284.0,2,2,6
AR,66.0,Others,445294.1807,2.20539035,June,2016,5288.0,0,5,6
NI,133.0,F&P,68711.46056,-0.48359058200000005,June,2016,6373.0,2,2,6
NI,148.0,T&R,464172.4531,-0.388741622,June,2016,5287.0,2,6,6
NI,178.0,T&R,87800.41561,0.398252362,June,2016,3492.0,2,6,6
NI,270.0,T&R,16712.29581,-0.388741622,June,2016,5287.0,2,6,6
OX,272.0,MD,30186.03911,-0.475529975,June,2016,5746.0,3,4,6
NI,278.0,T&R,46004.12242,-0.47158435299999996,June,2016,1399.0,2,6,6
NI,348.0,T&R,845339.0627,0.84524383,June,2016,7687.0,2,6,6
NI,361.0,T&R,624272.457,-0.072595609,June,2016,0.0,2,6,6
CB,370.0,T&R,29264.489139999998,-0.595282627,June,2016,1098.0,1,6,6
OX,378.0,F&P,32562.195639999998,-0.48359058200000005,June,2016,6373.0,3,2,6
NI,440.0,F&P,2996314.938,0.39379728,June,2016,6374.0,2,2,6
CB,441.0,F&P,63142.26,-0.596043488,June,2016,6374.0,1,2,6
CB,460.0,F&P,4436.82,-0.600047373,June,2016,6373.0,1,2,6
NI,560.0,A&F,349590.31899999996,-0.409902106,June,2016,4987.0,2,0,6
NI,590.0,T&R,144676.913,-0.504896735,June,2016,7382.0,2,6,6
AR,612.0,A&F,142746.6845,-0.337577921,June,2016,7975.0,0,0,6
NI,644.0,A&F,431736.1589,0.110949466,June,2016,4692.0,2,0,6
CB,766.0,T&R,3352.735,-0.599049996,June,2016,7392.0,1,6,6
OX,780.0,Others,5589.369283,-0.592797347,June,2016,1098.0,3,5,6
CB,873.0,M&E,780186.8981,-0.5482839620000001,June,2016,6099.0,1,3,6
NI,925.0,T&R,1248388.279,0.149272784,June,2016,5696.0,2,6,6
NI,955.0,T&R,424675.6833,-0.119736566,June,2016,1182.0,2,6,6
NI,983.0,A&F,40343.862960000006,-0.409902106,June,2016,4987.0,2,0,6
NI,1009.0,T&R,62517.426060000005,-0.47158435299999996,June,2016,1399.0,2,6,6
CB,1032.0,A&F,457073.0481,-0.597714245,June,2016,992.0,1,0,6
CB,1033.0,A&F,857230.6446,-0.597714245,June,2016,992.0,1,0,6
NI,1039.0,F&P,125260.95800000001,-0.525729332,June,2016,6373.0,2,2,6
CB,1042.0,M&E,349381.5166,-0.5482839620000001,June,2016,6099.0,1,3,6
CB,1043.0,M&E,322568.4502,-0.5482839620000001,June,2016,6099.0,1,3,6
CB,1044.0,F&P,79287.25452,-0.59842733,June,2016,6373.0,1,2,6
NI,1090.0,M&E,35562.949660000006,-0.577914489,June,2016,6099.0,2,3,6
CB,1095.0,F&P,5490.283289999999,-0.600047373,June,2016,6373.0,1,2,6
OX,1098.0,MD,7502.739981999999,-0.55194918,June,2016,2085.0,3,4,6
NI,1099.0,M&E,460166.55,-0.38278445899999997,June,2016,1386.0,2,3,6
OX,1100.0,MD,9560.920720999999,-0.579988151,June,2016,5295.0,3,4,6
NI,1107.0,T&R,357627.9673,-0.388741622,June,2016,5287.0,2,6,6
NI,1111.0,F&P,89262.9466,-0.505484568,June,2016,6370.0,2,2,6
CB,1112.0,F&P,23938.5593,-0.5908087329999999,June,2016,1174.0,1,2,6
OX,1116.0,MD,82343.20539,-0.542085947,June,2016,6096.0,3,4,6
OX,1117.0,MD,55263.103970000004,-0.542085947,June,2016,6096.0,3,4,6
OX,1119.0,MD,19957.3062,-0.5767628379999999,June,2016,1599.0,3,4,6
NI,1124.0,T&R,511533.5516,0.369085137,June,2016,5287.0,2,6,6
NI,1125.0,T&R,17518.14031,0.369085137,June,2016,5287.0,2,6,6
NI,1126.0,T&R,387882.8278,0.369085137,June,2016,5287.0,2,6,6
NI,1136.0,F&P,21614.45993,-0.591397701,June,2016,6275.0,2,2,6
OX,15.0,Others,11113.15457,0.148744522,May,2017,1098.0,3,5,8
OX,15.0,Others,13718.19805,0.148744522,May,2016,1098.0,3,5,8
NI,19.0,Chemicals,34128.6925,1.311563185,May,2017,6099.0,2,1,8
NI,19.0,Chemicals,37673.54353,1.311563185,May,2016,6099.0,2,1,8
NI,48.0,A&F,63800.77368,-0.13991210699999998,May,2017,4692.0,2,0,8
NI,50.0,T&R,718474.0107,-0.216252387,May,2016,1386.0,2,6,8
NI,58.0,F&P,31604.955339999997,-0.5493979520000001,May,2017,1284.0,2,2,8
NI,58.0,F&P,42710.64455,-0.5493979520000001,May,2016,1284.0,2,2,8
AR,66.0,Others,444296.6564,2.20539035,May,2017,5288.0,0,5,8
AR,66.0,Others,493797.9632,2.20539035,May,2016,5288.0,0,5,8
NI,103.0,T&R,7963.6397400000005,-0.248480234,May,2016,5690.0,2,6,8
NI,103.0,T&R,543863.0218,-0.248480234,May,2017,5690.0,2,6,8
NI,133.0,F&P,71574.10828,-0.48359058200000005,May,2016,6373.0,2,2,8
NI,133.0,F&P,80861.22348,-0.48359058200000005,May,2017,6373.0,2,2,8
NI,145.0,T&R,19064.54642,1.528726399,May,2016,3492.0,2,6,8
NI,145.0,T&R,1048462.815,1.528726399,May,2017,3492.0,2,6,8
NI,148.0,T&R,330619.9729,-0.388741622,May,2016,5287.0,2,6,8
NI,148.0,T&R,445170.9629,-0.388741622,May,2017,5287.0,2,6,8
NI,178.0,T&R,20316.8789,0.398252362,May,2016,3492.0,2,6,8
NI,178.0,T&R,42495.21763,0.398252362,May,2017,3492.0,2,6,8
NI,219.0,A&F,2889.7093440000003,-0.13991210699999998,May,2017,4692.0,2,0,8
NI,228.0,T&R,106402.5738,-0.5064954770000001,May,2017,6291.0,2,6,8
NI,240.0,T&R,103934.62800000001,-0.5570986960000001,May,2017,0.0,2,6,8
NI,244.0,Others,150235.9109,-0.510435148,May,2017,4988.0,2,5,8
NI,270.0,T&R,11226.210579999999,-0.388741622,May,2016,5287.0,2,6,8
NI,270.0,T&R,21289.74448,-0.388741622,May,2017,5287.0,2,6,8
OX,272.0,MD,29049.83874,-0.475529975,May,2016,5746.0,3,4,8
OX,272.0,MD,29420.25669,-0.475529975,May,2017,5746.0,3,4,8
NI,278.0,T&R,45813.8246,-0.47158435299999996,May,2016,1399.0,2,6,8
NI,278.0,T&R,78101.14558,-0.47158435299999996,May,2017,1399.0,2,6,8
NI,288.0,F&P,87760.01637,-0.551440209,May,2017,7389.0,2,2,8
NI,345.0,T&R,5960.095544,1.528726399,May,2016,3492.0,2,6,8
NI,345.0,T&R,348046.9064,1.528726399,May,2017,3492.0,2,6,8
NI,348.0,T&R,871631.0551,0.84524383,May,2017,7687.0,2,6,8
NI,348.0,T&R,934559.5094,0.84524383,May,2016,7687.0,2,6,8
NI,361.0,T&R,751144.7579999999,-0.072595609,May,2017,0.0,2,6,8
NI,361.0,T&R,1092527.257,-0.072595609,May,2016,0.0,2,6,8
CB,370.0,T&R,6980.804040000001,-0.595282627,May,2017,1098.0,1,6,8
CB,370.0,T&R,77532.92238999999,-0.595282627,May,2016,1098.0,1,6,8
OX,378.0,F&P,28008.722130000002,-0.48359058200000005,May,2016,6373.0,3,2,8
OX,378.0,F&P,41381.2794,-0.48359058200000005,May,2017,6373.0,3,2,8
NI,440.0,F&P,1566676.071,0.39379728,May,2017,6374.0,2,2,8
NI,440.0,F&P,2744620.582,0.39379728,May,2016,6374.0,2,2,8
CB,441.0,F&P,44035.36,-0.596043488,May,2017,6374.0,1,2,8
CB,441.0,F&P,53511.88,-0.596043488,May,2016,6374.0,1,2,8
NI,455.0,Others,3426.38056,0.148744522,May,2016,1098.0,2,5,8
CB,460.0,F&P,2992.42,-0.600047373,May,2016,6373.0,1,2,8
CB,460.0,F&P,22083.62,-0.600047373,May,2017,6373.0,1,2,8
NI,468.0,T&R,100.83387009999998,-0.578211409,May,2016,1174.0,2,6,8
NI,520.0,T&R,349066.1013,0.922319133,May,2017,1190.0,2,6,8
NI,532.0,T&R,1683462.188,4.276620451,May,2017,7574.0,2,6,8
NI,540.0,T&R,15107.97498,1.904847873,May,2016,7684.0,2,6,8
NI,560.0,A&F,378896.7072,-0.409902106,May,2017,4987.0,2,0,8
NI,560.0,A&F,391820.7062,-0.409902106,May,2016,4987.0,2,0,8
NI,562.0,A&F,416648.7225,-0.43120708399999996,May,2017,6277.0,2,0,8
NI,590.0,T&R,144741.5656,-0.504896735,May,2016,7382.0,2,6,8
AR,612.0,A&F,152483.1758,-0.337577921,May,2016,7975.0,0,0,8
AR,612.0,A&F,228624.3693,-0.337577921,May,2017,7975.0,0,0,8
NI,622.0,M&E,1775.7171,0.126202049,May,2016,986.0,2,3,8
NI,622.0,M&E,788102.375,0.126202049,May,2017,986.0,2,3,8
NI,644.0,A&F,428496.847,0.110949466,May,2016,4692.0,2,0,8
NI,644.0,A&F,458370.964,0.110949466,May,2017,4692.0,2,0,8
NI,658.0,T&R,2646.765974,-0.218889833,May,2016,7684.0,2,6,8
NI,658.0,T&R,1165885.229,-0.218889833,May,2017,7684.0,2,6,8
NI,671.0,T&R,286046.2119,4.276620451,May,2017,7574.0,2,6,8
NI,747.0,M&E,15880.19581,-0.31988600899999997,May,2016,897.0,2,3,8
CB,766.0,T&R,3439.87,-0.599049996,May,2016,7392.0,1,6,8
OX,780.0,Others,6447.78904,-0.592797347,May,2017,1098.0,3,5,8
OX,780.0,Others,11342.97913,-0.592797347,May,2016,1098.0,3,5,8
CB,873.0,M&E,296133.4242,-0.5482839620000001,May,2016,6099.0,1,3,8
CB,873.0,M&E,1014681.844,-0.5482839620000001,May,2017,6099.0,1,3,8
NI,920.0,F&P,14887.025269999998,-0.51263139,May,2016,1174.0,2,2,8
NI,920.0,F&P,69495.10549,-0.51263139,May,2017,1174.0,2,2,8
NI,925.0,T&R,950227.8425,0.149272784,May,2017,5696.0,2,6,8
NI,925.0,T&R,1300187.644,0.149272784,May,2016,5696.0,2,6,8
NI,955.0,T&R,342808.0774,-0.119736566,May,2017,1182.0,2,6,8
NI,955.0,T&R,439711.3089,-0.119736566,May,2016,1182.0,2,6,8
NI,983.0,A&F,44652.26104,-0.409902106,May,2017,4987.0,2,0,8
NI,983.0,A&F,44969.99811,-0.409902106,May,2016,4987.0,2,0,8
NI,994.0,M&E,12770.242259999999,-0.445163105,May,2016,6275.0,2,3,8
NI,1009.0,T&R,59005.62431,-0.47158435299999996,May,2016,1399.0,2,6,8
NI,1009.0,T&R,78855.39424,-0.47158435299999996,May,2017,1399.0,2,6,8
OX,1030.0,A&F,94721.60462,-0.5190491279999999,May,2017,992.0,3,0,8
CB,1032.0,A&F,363452.5665,-0.597714245,May,2016,992.0,1,0,8
CB,1032.0,A&F,1125532.4740000002,-0.597714245,May,2017,992.0,1,0,8
CB,1033.0,A&F,61805.7504,-0.597714245,May,2016,992.0,1,0,8
NI,1035.0,T&R,142185.885,1.904847873,May,2017,7684.0,2,6,8
NI,1039.0,F&P,70539.86893,-0.525729332,May,2016,6373.0,2,2,8
NI,1039.0,F&P,391318.3687,-0.525729332,May,2017,6373.0,2,2,8
CB,1042.0,M&E,310349.345,-0.5482839620000001,May,2016,6099.0,1,3,8
CB,1042.0,M&E,499070.2588,-0.5482839620000001,May,2017,6099.0,1,3,8
CB,1043.0,M&E,258670.9503,-0.5482839620000001,May,2016,6099.0,1,3,8
CB,1043.0,M&E,661715.0067,-0.5482839620000001,May,2017,6099.0,1,3,8
CB,1044.0,F&P,92067.38107999999,-0.59842733,May,2016,6373.0,1,2,8
CB,1044.0,F&P,109714.42599999999,-0.59842733,May,2017,6373.0,1,2,8
NI,1071.0,T&R,8361.690534000001,1.528726399,May,2016,3492.0,2,6,8
NI,1071.0,T&R,2654883.695,1.528726399,May,2017,3492.0,2,6,8
NI,1090.0,M&E,12163.188709999999,-0.577914489,May,2017,6099.0,2,3,8
NI,1090.0,M&E,32231.025589999997,-0.577914489,May,2016,6099.0,2,3,8
CB,1095.0,F&P,6566.175848,-0.600047373,May,2016,6373.0,1,2,8
CB,1095.0,F&P,27327.237339999996,-0.600047373,May,2017,6373.0,1,2,8
OX,1098.0,MD,7610.5164859999995,-0.55194918,May,2017,2085.0,3,4,8
OX,1098.0,MD,8347.315586,-0.55194918,May,2016,2085.0,3,4,8
NI,1099.0,M&E,605396.0133,-0.38278445899999997,May,2016,1386.0,2,3,8
NI,1099.0,M&E,647843.0152,-0.38278445899999997,May,2017,1386.0,2,3,8
OX,1100.0,MD,8986.691604000001,-0.579988151,May,2016,5295.0,3,4,8
OX,1100.0,MD,10049.66877,-0.579988151,May,2017,5295.0,3,4,8
NI,1106.0,T&R,3432025.997,4.276620451,May,2017,7574.0,2,6,8
NI,1107.0,T&R,147950.7546,-0.388741622,May,2016,5287.0,2,6,8
NI,1107.0,T&R,854747.9189,-0.388741622,May,2017,5287.0,2,6,8
NI,1111.0,F&P,91289.4712,-0.505484568,May,2016,6370.0,2,2,8
NI,1111.0,F&P,228598.2172,-0.505484568,May,2017,6370.0,2,2,8
CB,1112.0,F&P,10200.29,-0.5908087329999999,May,2017,1174.0,1,2,8
CB,1112.0,F&P,22850.2824,-0.5908087329999999,May,2016,1174.0,1,2,8
OX,1116.0,MD,32761.82679,-0.542085947,May,2017,6096.0,3,4,8
OX,1116.0,MD,112518.0802,-0.542085947,May,2016,6096.0,3,4,8
OX,1117.0,MD,34072.85965,-0.542085947,May,2016,6096.0,3,4,8
OX,1117.0,MD,66866.16946,-0.542085947,May,2017,6096.0,3,4,8
OX,1119.0,MD,20430.8182,-0.5767628379999999,May,2016,1599.0,3,4,8
OX,1119.0,MD,23704.174,-0.5767628379999999,May,2017,1599.0,3,4,8
NI,1124.0,T&R,364353.6889,0.369085137,May,2016,5287.0,2,6,8
NI,1124.0,T&R,523217.9796,0.369085137,May,2017,5287.0,2,6,8
NI,1125.0,T&R,13074.2104,0.369085137,May,2016,5287.0,2,6,8
NI,1125.0,T&R,26372.58698,0.369085137,May,2017,5287.0,2,6,8
NI,1126.0,T&R,160467.1959,0.369085137,May,2016,5287.0,2,6,8
NI,1126.0,T&R,927058.4803,0.369085137,May,2017,5287.0,2,6,8
NI,1136.0,F&P,16690.89357,-0.591397701,May,2017,6275.0,2,2,8
NI,1136.0,F&P,20642.76368,-0.591397701,May,2016,6275.0,2,2,8
NI,1146.0,T&R,21970.737,1.528726399,May,2016,3492.0,2,6,8
NI,1146.0,T&R,818869.767,1.528726399,May,2017,3492.0,2,6,8
OX,15.0,Others,6083.407795,0.148744522,April,2016,1098.0,3,5,0
OX,15.0,Others,13260.276829999999,0.148744522,April,2017,1098.0,3,5,0
NI,19.0,Chemicals,24972.88817,1.311563185,April,2017,6099.0,2,1,0
NI,19.0,Chemicals,38240.16689,1.311563185,April,2016,6099.0,2,1,0
NI,48.0,A&F,150818.7068,-0.13991210699999998,April,2016,4692.0,2,0,0
NI,50.0,T&R,1140371.6090000002,-0.216252387,April,2016,1386.0,2,6,0
NI,58.0,F&P,30798.52562,-0.5493979520000001,April,2017,1284.0,2,2,0
NI,58.0,F&P,35152.655289999995,-0.5493979520000001,April,2016,1284.0,2,2,0
AR,66.0,Others,145913.0352,2.20539035,April,2016,5288.0,0,5,0
AR,66.0,Others,429604.93100000004,2.20539035,April,2017,5288.0,0,5,0
NI,103.0,T&R,532323.8703,-0.248480234,April,2017,5690.0,2,6,0
NI,133.0,F&P,64075.81811,-0.48359058200000005,April,2016,6373.0,2,2,0
NI,133.0,F&P,71423.72034,-0.48359058200000005,April,2017,6373.0,2,2,0
NI,144.0,Others,127476.7181,0.44793793,April,2016,1098.0,2,5,0
NI,145.0,T&R,965621.0211,1.528726399,April,2017,3492.0,2,6,0
NI,148.0,T&R,229792.9432,-0.388741622,April,2016,5287.0,2,6,0
NI,148.0,T&R,428992.8916,-0.388741622,April,2017,5287.0,2,6,0
NI,178.0,T&R,20642.72801,0.398252362,April,2016,3492.0,2,6,0
NI,178.0,T&R,38353.75043,0.398252362,April,2017,3492.0,2,6,0
NI,219.0,A&F,32691.89711,-0.13991210699999998,April,2016,4692.0,2,0,0
NI,228.0,T&R,128667.5916,-0.5064954770000001,April,2017,6291.0,2,6,0
NI,240.0,T&R,103669.2195,-0.5570986960000001,April,2017,0.0,2,6,0
NI,244.0,Others,157321.7541,-0.510435148,April,2017,4988.0,2,5,0
NI,270.0,T&R,6020.16029,-0.388741622,April,2016,5287.0,2,6,0
NI,270.0,T&R,12499.36519,-0.388741622,April,2017,5287.0,2,6,0
OX,272.0,MD,9069.192135,-0.475529975,April,2016,5746.0,3,4,0
OX,272.0,MD,28082.21634,-0.475529975,April,2017,5746.0,3,4,0
NI,278.0,T&R,44797.15477,-0.47158435299999996,April,2016,1399.0,2,6,0
NI,278.0,T&R,67649.37517999999,-0.47158435299999996,April,2017,1399.0,2,6,0
NI,288.0,F&P,68351.49237,-0.551440209,April,2017,7389.0,2,2,0
NI,343.0,T&R,768034.6309999999,0.544737119,April,2016,3492.0,2,6,0
NI,345.0,T&R,326228.9632,1.528726399,April,2017,3492.0,2,6,0
NI,348.0,T&R,818060.2781,0.84524383,April,2016,7687.0,2,6,0
NI,348.0,T&R,878341.2414,0.84524383,April,2017,7687.0,2,6,0
NI,361.0,T&R,765645.8577,-0.072595609,April,2017,0.0,2,6,0
NI,361.0,T&R,817480.4244,-0.072595609,April,2016,0.0,2,6,0
CB,370.0,T&R,6659.980820000001,-0.595282627,April,2017,1098.0,1,6,0
CB,370.0,T&R,13599.23246,-0.595282627,April,2016,1098.0,1,6,0
OX,378.0,F&P,19589.65616,-0.48359058200000005,April,2017,6373.0,3,2,0
